index	masked sentence	original sentence	json file	sentence begin	sentence end	denotation 1	denotation 2
1669	As homology between HSP 70 and mycobacterial antigens have been demonstrated [ 27 ] , a similar cross - reactivity as thought to occur in children with @DISEASE$ could possibly also explain the @GENE$ reactivation in our patient	As homology between HSP 70 and mycobacterial antigens have been demonstrated [ 27 ] , a similar cross - reactivity as thought to occur in children with Kawasaki disease could possibly also explain the BCG reactivation in our patient	payjduek-17-body_text.json	1980	2212	{'id': 'A-biobert_T15', 'span': {'begin': 2181, 'end': 2185}, 'obj': 'Gene'}	{'id': 34, 'span': {'begin': 2132, 'end': 2149}, 'obj': 'Disease'}
1670	As homology between HSP 70 and @GENE$ have been demonstrated [ 27 ] , a similar cross - reactivity as thought to occur in children with @DISEASE$ could possibly also explain the BCG reactivation in our patient	As homology between HSP 70 and mycobacterial antigens have been demonstrated [ 27 ] , a similar cross - reactivity as thought to occur in children with Kawasaki disease could possibly also explain the BCG reactivation in our patient	payjduek-17-body_text.json	1980	2212	{'id': 'A-biobert_T14', 'span': {'begin': 2011, 'end': 2034}, 'obj': 'Gene'}	{'id': 34, 'span': {'begin': 2132, 'end': 2149}, 'obj': 'Disease'}
1671	As homology between @GENE$ and mycobacterial antigens have been demonstrated [ 27 ] , a similar cross - reactivity as thought to occur in children with @DISEASE$ could possibly also explain the BCG reactivation in our patient	As homology between HSP 70 and mycobacterial antigens have been demonstrated [ 27 ] , a similar cross - reactivity as thought to occur in children with Kawasaki disease could possibly also explain the BCG reactivation in our patient	payjduek-17-body_text.json	1980	2212	{'id': 'A-biobert_T13', 'span': {'begin': 2000, 'end': 2007}, 'obj': 'Gene'}	{'id': 34, 'span': {'begin': 2132, 'end': 2149}, 'obj': 'Disease'}
1672	Others : Several studies have documented a significant improvement of weight gain , and feed conversion , as well as the reduction of the incidence , severity and duration of @DISEASE$ in weaned pigs fed diets supplemented with substances such as : @GENE$ [ 147 ] , milk products [ 148 ] , clay minerals [ 149 ] , and medicinal plants [ 150 ]	Others : Several studies have documented a significant improvement of weight gain , and feed conversion , as well as the reduction of the incidence , severity and duration of diarrhea in weaned pigs fed diets supplemented with substances such as : exogenous enzymes [ 147 ] , milk products [ 148 ] , clay minerals [ 149 ] , and medicinal plants [ 150 ]	v07oosd2-57-body_text.json	0	352	{'id': 'A-biobert_T1', 'span': {'begin': 248, 'end': 266}, 'obj': 'Gene'}	{'id': 2, 'span': {'begin': 175, 'end': 184}, 'obj': 'Disease'}
1673	rhamnosus , was effective in reducing diarrhea in experimental ETEC : @DISEASE$ in pigs , possibly via the modulation of the intestinal microbiota , enhancement of intestinal antibody defense , and regulation of production of @GENE$ [ 128 ]	rhamnosus , was effective in reducing diarrhea in experimental ETEC : F4 PWD in pigs , possibly via the modulation of the intestinal microbiota , enhancement of intestinal antibody defense , and regulation of production of systemic inflammatory cytokine [ 128 ]	v07oosd2-42-body_text.json	410	671	{'id': 'A-biobert_T2', 'span': {'begin': 633, 'end': 664}, 'obj': 'Gene'}	{'id': 4, 'span': {'begin': 480, 'end': 487}, 'obj': 'Disease'}
1674	rhamnosus , was effective in reducing @DISEASE$ in experimental ETEC : F4 PWD in pigs , possibly via the modulation of the intestinal microbiota , enhancement of intestinal antibody defense , and regulation of production of @GENE$ [ 128 ]	rhamnosus , was effective in reducing diarrhea in experimental ETEC : F4 PWD in pigs , possibly via the modulation of the intestinal microbiota , enhancement of intestinal antibody defense , and regulation of production of systemic inflammatory cytokine [ 128 ]	v07oosd2-42-body_text.json	410	671	{'id': 'A-biobert_T2', 'span': {'begin': 633, 'end': 664}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 448, 'end': 457}, 'obj': 'Disease'}
1675	Therewith , our data suggest a new role of c - Jun and @GENE$ in mediating @DISEASE$ induced by PGE 2 .	Therewith , our data suggest a new role of c - Jun and PDK1 in mediating epithelial cell hyperplasia induced by PGE 2 .	x0wij3gt-5-abstract.json	167	286	{'id': 'A-biobert_T5', 'span': {'begin': 222, 'end': 227}, 'obj': 'Gene'}	{'id': 6, 'span': {'begin': 240, 'end': 268}, 'obj': 'Disease'}
1676	Therewith , our data suggest a new role of @GENE$ and PDK1 in mediating @DISEASE$ induced by PGE 2 .	Therewith , our data suggest a new role of c - Jun and PDK1 in mediating epithelial cell hyperplasia induced by PGE 2 .	x0wij3gt-5-abstract.json	167	286	{'id': 'A-biobert_T4', 'span': {'begin': 210, 'end': 218}, 'obj': 'Gene'}	{'id': 6, 'span': {'begin': 240, 'end': 268}, 'obj': 'Disease'}
1677	Cleaving after neutral amino acids , as implied by the " N " in its name , @GENE$ degrades peptides that are involved in different physiological pathways , including pain sensation and @DISEASE$ by inactivating enkephalin , as well as regulating blood pressure by cleaving angiotensin III 1 , 5	Cleaving after neutral amino acids , as implied by the " N " in its name , APN degrades peptides that are involved in different physiological pathways , including pain sensation and mood disorder by inactivating enkephalin , as well as regulating blood pressure by cleaving angiotensin III 1 , 5	0pmo3opx-3-abstract.json	1068	1363	{'id': 'A-biobert_T20', 'span': {'begin': 1143, 'end': 1147}, 'obj': 'Gene'}	{'id': 27, 'span': {'begin': 1250, 'end': 1264}, 'obj': 'Disease'}
1678	Cleaving after neutral amino acids , as implied by the " N " in its name , @GENE$ degrades peptides that are involved in different physiological pathways , including @DISEASE$ and mood disorder by inactivating enkephalin , as well as regulating blood pressure by cleaving angiotensin III 1 , 5	Cleaving after neutral amino acids , as implied by the " N " in its name , APN degrades peptides that are involved in different physiological pathways , including pain sensation and mood disorder by inactivating enkephalin , as well as regulating blood pressure by cleaving angiotensin III 1 , 5	0pmo3opx-3-abstract.json	1068	1363	{'id': 'A-biobert_T20', 'span': {'begin': 1143, 'end': 1147}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 1231, 'end': 1246}, 'obj': 'Disease'}
1679	Independent of its enzymatic activity , APN can also act a receptor for @DISEASE$ infection and as an @GENE$ .	Independent of its enzymatic activity , APN can also act a receptor for viral infection and as an adhesion molecule 6 .	0pmo3opx-3-abstract.json	1482	1601	{'id': 'A-biobert_T25', 'span': {'begin': 1580, 'end': 1600}, 'obj': 'Gene'}	{'id': 28, 'span': {'begin': 1554, 'end': 1560}, 'obj': 'Disease'}
1680	Independent of its enzymatic activity , @GENE$ can also act a receptor for @DISEASE$ infection and as an adhesion molecule 6 .	Independent of its enzymatic activity , APN can also act a receptor for viral infection and as an adhesion molecule 6 .	0pmo3opx-3-abstract.json	1482	1601	{'id': 'A-biobert_T24', 'span': {'begin': 1522, 'end': 1526}, 'obj': 'Gene'}	{'id': 28, 'span': {'begin': 1554, 'end': 1560}, 'obj': 'Disease'}
1681	Despite the lack of clarity with regard to the requirement for autophagy during @DISEASE$ infection , all studies did indicate that @GENE$ became punctate upon coronavirus infection , suggesting an induction of autophagy [ 9 , [ 50 ] [ 51 ] [ 52 ] 54 ] .	Despite the lack of clarity with regard to the requirement for autophagy during coronavirus infection , all studies did indicate that LC3 became punctate upon coronavirus infection , suggesting an induction of autophagy [ 9 , [ 50 ] [ 51 ] [ 52 ] 54 ] .	yr678u8c-9-body_text.json	1611	1864	{'id': 'A-biobert_T19', 'span': {'begin': 1745, 'end': 1749}, 'obj': 'Gene'}	{'id': 20, 'span': {'begin': 1691, 'end': 1703}, 'obj': 'Disease'}
1682	We found that the combination of acidic pH and Env - specific IgG , including that from cervicovaginal and seminal fluids of @DISEASE$ - infected individuals , augmented transcytosis across epithelial cells as much as 20 - fold compared with Env - specific IgG at neutral pH or @GENE$ at either pH	We found that the combination of acidic pH and Env - specific IgG , including that from cervicovaginal and seminal fluids of HIV - 1 - infected individuals , augmented transcytosis across epithelial cells as much as 20 - fold compared with Env - specific IgG at neutral pH or non - specific IgG at either pH	sxohecoi-2-abstract.json	232	539	{'id': 'A-biobert_T3', 'span': {'begin': 508, 'end': 527}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 357, 'end': 365}, 'obj': 'Disease'}
1683	We found that the combination of acidic pH and Env - specific IgG , including that from cervicovaginal and seminal fluids of @DISEASE$@GENE$ , including that from cervicovaginal and seminal fluids of HIV - 1 - infected individuals , augmented transcytosis across epithelial cells as much as 20 - fold compared with Env - specific IgG at neutral pH or non - specific IgG at either pH	We found that the combination of acidic pH and Env - specific IgG , including that from cervicovaginal and seminal fluids of HIV - 1 - infected individuals , augmented transcytosis across epithelial cells as much as 20 - fold compared with Env - specific IgG at neutral pH or non - specific IgG at either pH	sxohecoi-2-abstract.json	232	539	{'id': 'A-biobert_T2', 'span': {'begin': 472, 'end': 491}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 357, 'end': 365}, 'obj': 'Disease'}
1684	We found that the combination of acidic pH and @GENE$ , including that from cervicovaginal and seminal fluids of @DISEASE$ - infected individuals , augmented transcytosis across epithelial cells as much as 20 - fold compared with Env - specific IgG at neutral pH or non - specific IgG at either pH	We found that the combination of acidic pH and Env - specific IgG , including that from cervicovaginal and seminal fluids of HIV - 1 - infected individuals , augmented transcytosis across epithelial cells as much as 20 - fold compared with Env - specific IgG at neutral pH or non - specific IgG at either pH	sxohecoi-2-abstract.json	232	539	{'id': 'A-biobert_T1', 'span': {'begin': 279, 'end': 298}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 357, 'end': 365}, 'obj': 'Disease'}
1685	Similarly , IFN was found to be induced in sheep infected with LIV [ 105 ] , and IFN - stimulated genes were induced in brains of @DISEASE$@GENE$ was found to be induced in sheep infected with LIV [ 105 ] , and IFN - stimulated genes were induced in brains of KFDV infected mice , indicating an activated IFN response [ 106 ] .	Similarly , IFN was found to be induced in sheep infected with LIV [ 105 ] , and IFN - stimulated genes were induced in brains of KFDV infected mice , indicating an activated IFN response [ 106 ] .	p2h8p5bm-19-body_text.json	726	923	{'id': 'A-biobert_T11', 'span': {'begin': 901, 'end': 905}, 'obj': 'Gene'}	{'id': 13, 'span': {'begin': 856, 'end': 861}, 'obj': 'Disease'}
1686	Similarly , IFN was found to be induced in sheep infected with LIV [ 105 ] , and @GENE$ were induced in brains of @DISEASE$ infected mice , indicating an activated IFN response [ 106 ] .	Similarly , IFN was found to be induced in sheep infected with LIV [ 105 ] , and IFN - stimulated genes were induced in brains of KFDV infected mice , indicating an activated IFN response [ 106 ] .	p2h8p5bm-19-body_text.json	726	923	{'id': 'A-biobert_T10', 'span': {'begin': 807, 'end': 830}, 'obj': 'Gene'}	{'id': 13, 'span': {'begin': 856, 'end': 861}, 'obj': 'Disease'}
1687	Similarly , @GENE$ was found to be induced in sheep infected with LIV [ 105 ] , and IFN - stimulated genes were induced in brains of @DISEASE$ infected mice , indicating an activated IFN response [ 106 ] .	Similarly , IFN was found to be induced in sheep infected with LIV [ 105 ] , and IFN - stimulated genes were induced in brains of KFDV infected mice , indicating an activated IFN response [ 106 ] .	p2h8p5bm-19-body_text.json	726	923	{'id': 'A-biobert_T9', 'span': {'begin': 738, 'end': 742}, 'obj': 'Gene'}	{'id': 13, 'span': {'begin': 856, 'end': 861}, 'obj': 'Disease'}
1688	During @DISEASE$ , virally infected cells secrete chemokines including CCL2 , CCL5 , and @GENE$ , which facilitate immune cells crossing the blood brain barrier ( BBB ) [ 19 ] [ 20 ] [ 21 ]	During neurotropic virus infection , virally infected cells secrete chemokines including CCL2 , CCL5 , and CXCL10 , which facilitate immune cells crossing the blood brain barrier ( BBB ) [ 19 ] [ 20 ] [ 21 ]	yr1zanxx-6-body_text.json	592	799	{'id': 'A-biobert_T5', 'span': {'begin': 699, 'end': 706}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 599, 'end': 627}, 'obj': 'Disease'}
1689	During @DISEASE$ , virally infected cells secrete chemokines including CCL2 , @GENE$ , and CXCL10 , which facilitate immune cells crossing the blood brain barrier ( BBB ) [ 19 ] [ 20 ] [ 21 ]	During neurotropic virus infection , virally infected cells secrete chemokines including CCL2 , CCL5 , and CXCL10 , which facilitate immune cells crossing the blood brain barrier ( BBB ) [ 19 ] [ 20 ] [ 21 ]	yr1zanxx-6-body_text.json	592	799	{'id': 'A-biobert_T4', 'span': {'begin': 688, 'end': 693}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 599, 'end': 627}, 'obj': 'Disease'}
1690	During @DISEASE$ , virally infected cells secrete chemokines including @GENE$ , CCL5 , and CXCL10 , which facilitate immune cells crossing the blood brain barrier ( BBB ) [ 19 ] [ 20 ] [ 21 ]	During neurotropic virus infection , virally infected cells secrete chemokines including CCL2 , CCL5 , and CXCL10 , which facilitate immune cells crossing the blood brain barrier ( BBB ) [ 19 ] [ 20 ] [ 21 ]	yr1zanxx-6-body_text.json	592	799	{'id': 'A-biobert_T3', 'span': {'begin': 681, 'end': 686}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 599, 'end': 627}, 'obj': 'Disease'}
